"custo";"valor_custo";"flag_fixo";"flag_variavel";"flag_pendente";"data_base";"semana";"data_custo";"tipo_custo";"dt_pagto_bq";"dt_custo_bq"
"mc donalds";"16.4";0;1;0;"01/05/2018";"4ª semana";"25/05/2018";"alimentação";"2018-05-01";"2018-05-25"
"mc donalds";"8.5";0;1;0;"01/06/2018";"3ª semana";"19/06/2018";"alimentação";"2018-06-01";"2018-06-19"
"mc donalds";"16.5";0;1;0;"01/08/2018";"1ª semana";"03/08/2018";"alimentação";"2018-08-01";"2018-08-03"
"mc donalds";"18.9";0;1;0;"01/08/2018";"3ª semana";"28/08/2018";"alimentação";"2018-08-01";"2018-08-28"
"mc donalds";17;0;1;0;"01/09/2018";"3ª semana";"17/09/2018";"alimentação";"2018-09-01";"2018-09-17"
"mc donalds";23;0;1;0;"01/10/2018";"1ª semana";"05/10/2018";"alimentação";"2018-10-01";"2018-10-05"
"mc donalds";"13.8";0;1;0;"01/10/2018";"1ª semana";"05/10/2018";"alimentação";"2018-10-01";"2018-10-05"
"mc donalds";"25.5";0;1;0;"01/10/2018";"1ª semana";"15/10/2018";"alimentação";"2018-10-01";"2018-10-15"
"mc donalds";"8.5";0;1;0;"01/11/2018";"1ª semana";"16/11/2018";"alimentação";"2018-11-01";"2018-11-16"
"mc donalds";"8.5";0;1;0;"01/11/2018";"1ª semana";"16/11/2018";"alimentação";"2018-11-01";"2018-11-16"
"mc donalds";"9.9";0;1;0;"01/11/2018";"1ª semana";"19/11/2018";"alimentação";"2018-11-01";"2018-11-19"
"mc donalds";"30.9";0;1;0;"01/12/2018";"1ª semana";"04/12/2018";"alimentação";"2018-12-01";"2018-12-04"
"mc donadls";"19.5";0;1;0;"01/10/2018";"1ª semana";"29/10/2018";"alimentação";"2018-10-01";"2018-10-29"
"material escola biblica";18;0;1;0;"01/03/2018";"3ª semana";"26/03/2018";"compras";"2018-03-01";"2018-03-26"
"massa conchilia";30;0;1;0;"01/05/2018";"2ª semana";"06/05/2018";"alimentação";"2018-05-01";"2018-05-06"
"marisa";"69.95";0;1;0;"01/12/2018";"1ª semana";"27/12/2018";"compras";"2018-12-01";"2018-12-27"
"mariada";9;0;1;0;"01/12/2018";"1ª semana";"24/12/2018";"alimentação";"2018-12-01";"2018-12-24"
"magazine";129;0;1;0;"01/12/2018";"1ª semana";"29/12/2018";"compras";"2018-12-01";"2018-12-29"
"luz 11/2018";"165.43";1;0;0;"01/12/2018";"1ª semana";"01/12/2018";"moradia";"2018-12-01";"2018-12-01"
"luz";"95.4";1;0;0;"01/01/2018";"1ª semana";"23/01/2018";"moradia";"2018-01-01";"2018-01-23"
"luz";"91.52";1;0;0;"01/02/2018";"1ª semana";"28/01/2018";"moradia";"2018-02-01";"2018-01-28"
"luz";"86.6";1;0;0;"01/03/2018";"1ª semana";"29/03/2018";"moradia";"2018-03-01";"2018-03-29"
"luz";"85.4";1;0;0;"01/04/2018";"1ª semana";"24/04/2018";"moradia";"2018-04-01";"2018-04-24"
"luz";"100.98";1;0;0;"01/05/2018";"1ª semana";"01/06/2018";"moradia";"2018-05-01";"2018-06-01"
"luz";0;1;0;0;"01/06/2018";"1ª semana";;"moradia";"2018-06-01";"2018-06-01"
"luz";0;1;0;1;"01/07/2018";"1ª semana";;"moradia";"2018-07-01";"2018-07-01"
"luz";"113.53";0;1;0;"01/07/2018";"2ª semana";"10/07/2018";"moradia";"2018-07-01";"2018-07-10"
"luz";"109.16";1;0;0;"01/08/2018";"1ª semana";"10/08/2018";"moradia";"2018-08-01";"2018-08-10"
"luz";"111.96";1;0;0;"01/08/2018";"1ª semana";"10/08/2018";"moradia";"2018-08-01";"2018-08-10"
"luz";"170.92";1;0;0;"01/10/2018";"1ª semana";"01/10/2018";"moradia";"2018-10-01";"2018-10-01"
"luz";"115.3";0;1;0;"01/11/2018";"1ª semana";"06/11/2018";"moradia";"2018-11-01";"2018-11-06"
"luz";0;1;0;1;"01/12/2018";"1ª semana";;"moradia";"2018-12-01";"2018-12-01"
"luana";10;0;1;0;"01/11/2018";"1ª semana";"30/11/2018";"alimentação";"2018-11-01";"2018-11-30"
"loja bijo";"29.98";0;1;0;"01/07/2018";"1ª semana";"04/07/2018";"alimentação";"2018-07-01";"2018-07-04"
"livro criança";24;0;1;0;"01/04/2018";"1ª semana";"04/04/2018";"compras";"2018-04-01";"2018-04-04"
"livro";"223.83";0;1;0;"01/04/2018";"1ª semana";"04/04/2018";"compras";"2018-04-01";"2018-04-04"
"livro";144;0;1;0;"01/04/2018";"1ª semana";"04/04/2018";"compras";"2018-04-01";"2018-04-04"
"livro";52;0;1;0;"01/06/2018";"3ª semana";"18/06/2018";"compras";"2018-06-01";"2018-06-18"
"lis/juros 30 dias";"421.15";0;1;0;"01/10/2018";"1ª semana";"05/10/2018";"banco";"2018-10-01";"2018-10-05"
"lis/juros";"52.73";0;1;0;"01/01/2018";"1ª semana";"04/01/2018";"banco";"2018-01-01";"2018-01-04"
"lis/juros";"100.11";0;1;0;"01/02/2018";"2ª semana";"05/02/2018";"banco";"2018-02-01";"2018-02-05"
"lis/juros";"93.49";0;1;0;"01/03/2018";"2ª semana";"05/03/2018";"banco";"2018-03-01";"2018-03-05"
"lis/juros";"35.67";0;1;0;"01/04/2018";"1ª semana";"05/04/2018";"banco";"2018-04-01";"2018-04-05"
"lis/juros";"85.54";0;1;0;"01/06/2018";"1ª semana";"05/06/2018";"banco";"2018-06-01";"2018-06-05"
"lis/juros";"318.59";0;1;0;"01/07/2018";"1ª semana";"05/07/2018";"banco";"2018-07-01";"2018-07-05"
"lis/juros";"778.71";1;0;0;"01/11/2018";"1ª semana";"05/11/2018";"banco";"2018-11-01";"2018-11-05"
"lis/juros";"974.09";0;1;0;"01/12/2018";"1ª semana";"05/12/2018";"banco";"2018-12-01";"2018-12-05"
"licença do carro";"291.74";0;1;0;"01/07/2018";"1ª semana";"03/07/2018";"carro";"2018-07-01";"2018-07-03"
"lembrancinha";53;0;1;0;"01/08/2018";"1ª semana";"04/08/2018";"compras";"2018-08-01";"2018-08-04"
"leitura gas";"3.6";1;0;0;"01/01/2018";"1ª semana";"05/01/2018";"moradia";"2018-01-01";"2018-01-05"
"leitura gas";"3.6";1;0;0;"01/02/2018";"3ª semana";"15/02/2018";"moradia";"2018-02-01";"2018-02-15"
"leitura gas";"3.6";1;0;0;"01/03/2018";"1ª semana";"29/03/2018";"moradia";"2018-03-01";"2018-03-29"
"leitura gas";"3.6";1;0;0;"01/04/2018";"1ª semana";"06/04/2018";"moradia";"2018-04-01";"2018-04-06"
"leitura gas";"3.6";1;0;0;"01/05/2018";"1ª semana";"08/05/2018";"moradia";"2018-05-01";"2018-05-08"
"leitura gas";"3.6";1;0;0;"01/06/2018";"2ª semana";"11/06/2018";"moradia";"2018-06-01";"2018-06-11"
"leitura gas";0;1;0;1;"01/07/2018";"1ª semana";;"moradia";"2018-07-01";"2018-07-01"
"lea queijo";"57.26";0;1;0;"01/12/2018";"1ª semana";"20/12/2018";"alimentação";"2018-12-01";"2018-12-20"
"lanchonete";"3.25";0;1;0;"01/04/2018";"3ª semana";"16/04/2018";"alimentação";"2018-04-01";"2018-04-16"
"lanches";3;0;1;0;"01/03/2018";"3ª semana";"23/03/2018";"alimentação";"2018-03-01";"2018-03-23"
"lanches";2;0;1;0;"01/11/2018";"1ª semana";"12/11/2018";"alimentação";"2018-11-01";"2018-11-12"
"lanche sesc";"15.3";0;1;0;"01/04/2018";"2ª semana";"11/04/2018";"alimentação";"2018-04-01";"2018-04-11"
"lanche na igreja";7;0;1;0;"01/04/2018";"2ª semana";"09/04/2018";"alimentação";"2018-04-01";"2018-04-09"
"lanche";"10.5";0;1;0;"01/01/2018";"1ª semana";"29/12/2017";"alimentação";"2018-01-01";"2017-12-29"
"lanche";6;0;1;0;"01/01/2018";"1ª semana";"03/01/2018";"alimentação";"2018-01-01";"2018-01-03"
"lanche";4;0;1;0;"01/01/2018";"1ª semana";"03/01/2018";"alimentação";"2018-01-01";"2018-01-03"
"lanche";"6.9";0;1;0;"01/01/2018";"1ª semana";"03/01/2018";"alimentação";"2018-01-01";"2018-01-03"
"lanche";"2.59";0;1;0;"01/01/2018";"1ª semana";"04/01/2018";"alimentação";"2018-01-01";"2018-01-04"
"lanche";"5.8";0;1;0;"01/01/2018";"2ª semana";"08/01/2018";"alimentação";"2018-01-01";"2018-01-08"
"lanche";18;0;1;0;"01/01/2018";"2ª semana";"08/01/2018";"alimentação";"2018-01-01";"2018-01-08"
"lanche";8;0;1;0;"01/01/2018";"2ª semana";"10/01/2018";"alimentação";"2018-01-01";"2018-01-10"
"lanche";8;0;1;0;"01/01/2018";"2ª semana";"10/01/2018";"alimentação";"2018-01-01";"2018-01-10"
"lanche";"8.92";0;1;0;"01/01/2018";"2ª semana";"11/01/2018";"alimentação";"2018-01-01";"2018-01-11"
"lanche";"11.5";0;1;0;"01/01/2018";"2ª semana";"12/01/2018";"alimentação";"2018-01-01";"2018-01-12"
"lanche";4;0;1;0;"01/02/2018";"4ª semana";"21/02/2018";"alimentação";"2018-02-01";"2018-02-21"
"lanche";4;0;1;0;"01/02/2018";"4ª semana";"22/02/2018";"alimentação";"2018-02-01";"2018-02-22"
"lanche";7;0;1;0;"01/02/2018";"4ª semana";"22/02/2018";"alimentação";"2018-02-01";"2018-02-22"
"lanche";"6.69";0;1;0;"01/02/2018";"4ª semana";"22/02/2018";"alimentação";"2018-02-01";"2018-02-22"
"lanche";10;0;1;0;"01/02/2018";"4ª semana";"22/02/2018";"alimentação";"2018-02-01";"2018-02-22"
"lanche";4;0;1;0;"01/03/2018";"2ª semana";"06/03/2018";"alimentação";"2018-03-01";"2018-03-06"
"lanche";"6.98";0;1;0;"01/03/2018";"2ª semana";"07/03/2018";"alimentação";"2018-03-01";"2018-03-07"
"lanche";"4.82";0;1;0;"01/03/2018";"2ª semana";"09/03/2018";"alimentação";"2018-03-01";"2018-03-09"
"lanche";"5.94";0;1;0;"01/03/2018";"2ª semana";"12/03/2018";"alimentação";"2018-03-01";"2018-03-12"
"lanche";"2.55";0;1;0;"01/03/2018";"2ª semana";"15/03/2018";"alimentação";"2018-03-01";"2018-03-15"
"lanche";3;0;1;0;"01/03/2018";"3ª semana";"20/03/2018";"alimentação";"2018-03-01";"2018-03-20"
"lanche";5;0;1;0;"01/04/2018";"3ª semana";"26/04/2018";"alimentação";"2018-04-01";"2018-04-26"
"lanche";9;0;1;0;"01/06/2018";"1ª semana";"04/06/2018";"alimentação";"2018-06-01";"2018-06-04"
"lanche";10;0;1;0;"01/07/2018";"1ª semana";"03/07/2018";"alimentação";"2018-07-01";"2018-07-03"
"lanche";7;0;1;0;"01/07/2018";"1ª semana";"03/07/2018";"alimentação";"2018-07-01";"2018-07-03"
"lanche";15;0;1;0;"01/07/2018";"1ª semana";"05/07/2018";"alimentação";"2018-07-01";"2018-07-05"
"lanche";"14.99";0;1;0;"01/08/2018";"1ª semana";"08/08/2018";"alimentação";"2018-08-01";"2018-08-08"
"lanche";"8.99";0;1;0;"01/08/2018";"2ª semana";"13/08/2018";"alimentação";"2018-08-01";"2018-08-13"
"lanche";"11.5";0;1;0;"01/08/2018";"2ª semana";"14/08/2018";"alimentação";"2018-08-01";"2018-08-14"
"lanche";10;0;1;0;"01/09/2018";"2ª semana";"10/09/2018";"alimentação";"2018-09-01";"2018-09-10"
"lanche";6;0;1;0;"01/09/2018";"2ª semana";"10/09/2018";"alimentação";"2018-09-01";"2018-09-10"
"lanche";3;0;1;0;"01/09/2018";"2ª semana";"10/09/2018";"alimentação";"2018-09-01";"2018-09-10"
"lanche";"4.5";0;1;0;"01/09/2018";"3ª semana";"20/09/2018";"alimentação";"2018-09-01";"2018-09-20"
"lanche";14;0;1;0;"01/09/2018";"4ª semana";"24/09/2018";"alimentação";"2018-09-01";"2018-09-24"
"lanche";"7.5";0;1;0;"01/10/2018";"1ª semana";"03/10/2018";"alimentação";"2018-10-01";"2018-10-03"
"lanche";24;0;1;0;"01/10/2018";"1ª semana";"29/10/2018";"alimentação";"2018-10-01";"2018-10-29"
"lanche";12;0;1;0;"01/10/2018";"1ª semana";"29/10/2018";"alimentação";"2018-10-01";"2018-10-29"
"lanche";12;0;1;0;"01/10/2018";"1ª semana";"29/10/2018";"alimentação";"2018-10-01";"2018-10-29"
"lanche";15;0;1;0;"01/10/2018";"1ª semana";"30/10/2018";"alimentação";"2018-10-01";"2018-10-30"
"lanche";"19.4";0;1;0;"01/12/2018";"1ª semana";"08/12/2018";"alimentação";"2018-12-01";"2018-12-08"
"lanche";10;0;1;0;"01/12/2018";"1ª semana";"18/12/2018";"alimentação";"2018-12-01";"2018-12-18"
"lanche";8;0;1;0;"01/12/2018";"1ª semana";"19/12/2018";"alimentação";"2018-12-01";"2018-12-19"
"lanche";"14.9";0;1;0;"01/12/2018";"1ª semana";"20/12/2018";"alimentação";"2018-12-01";"2018-12-20"
"la millet";41;0;1;0;"01/10/2018";"1ª semana";"17/10/2018";"alimentação";"2018-10-01";"2018-10-17"
"kopenhagem";"11.9";0;1;0;"01/10/2018";"1ª semana";"16/10/2018";"alimentação";"2018-10-01";"2018-10-16"
"kingdom";"10.9";0;1;0;"01/12/2018";"1ª semana";"05/12/2018";"alimentação";"2018-12-01";"2018-12-05"
"juros";"55.36";0;1;0;"01/08/2018";"1ª semana";"06/08/2018";"banco";"2018-08-01";"2018-08-06"
"juros";"254.21";0;1;0;"01/09/2018";"1ª semana";"05/09/2018";"banco";"2018-09-01";"2018-09-05"
"juliana roupa";100;1;0;0;"01/10/2018";"1ª semana";"01/10/2018";"compras";"2018-10-01";"2018-10-01"
"juliana roupa";"131.5";0;1;0;"01/12/2018";"1ª semana";"26/12/2018";"compras";"2018-12-01";"2018-12-26"
"jose guim";"7.6";0;1;0;"01/03/2018";"2ª semana";"05/03/2018";"alimentação";"2018-03-01";"2018-03-05"
"jo park";5;0;1;0;"01/05/2018";"4ª semana";"22/05/2018";"alimentação";"2018-05-01";"2018-05-22"
"jo park";13;0;1;0;"01/12/2018";"1ª semana";"05/12/2018";"alimentação";"2018-12-01";"2018-12-05"
"jhivago";45;0;1;0;"01/11/2018";"1ª semana";"06/11/2018";"alimentação";"2018-11-01";"2018-11-06"
"jhivago";25;0;1;0;"01/12/2018";"1ª semana";"21/12/2018";"alimentação";"2018-12-01";"2018-12-21"
"jantar";"29.9";0;1;0;"01/09/2018";"3ª semana";"20/09/2018";"alimentação";"2018-09-01";"2018-09-20"
"ipva 3/3";"381.71";1;0;0;"01/03/2018";"1ª semana";"15/03/2018";"carro";"2018-03-01";"2018-03-15"
"ipva 2/3";"381.71";0;1;0;"01/02/2018";"3ª semana";"15/02/2018";"carro";"2018-02-01";"2018-02-15"
"ipva 1/3";"381.71";0;1;0;"01/01/2018";"3ª semana";"16/01/2018";"carro";"2018-01-01";"2018-01-16"
"iptu";"68.67";1;0;0;"01/02/2018";"3ª semana";"15/02/2018";"moradia";"2018-02-01";"2018-02-15"
"iptu";"68.67";1;0;0;"01/03/2018";"3ª semana";"29/03/2018";"moradia";"2018-03-01";"2018-03-29"
"iptu";"68.67";1;0;0;"01/04/2018";"1ª semana";"06/04/2018";"moradia";"2018-04-01";"2018-04-06"
"iptu";"68.67";1;0;0;"01/05/2018";"1ª semana";"08/05/2018";"moradia";"2018-05-01";"2018-05-08"
"iptu";"68.67";1;0;0;"01/06/2018";"2ª semana";"11/06/2018";"moradia";"2018-06-01";"2018-06-11"
"iptu";"68.67";1;0;0;"01/07/2018";"1ª semana";"19/07/2018";"moradia";"2018-07-01";"2018-07-19"
"iof";"8.66";0;1;0;"01/02/2018";"1ª semana";"01/02/2018";"banco";"2018-02-01";"2018-02-01"
"iof";"11.16";0;1;0;"01/03/2018";"1ª semana";"01/03/2018";"banco";"2018-03-01";"2018-03-01"
"iof";"5.78";0;1;0;"01/04/2018";"1ª semana";"02/04/2018";"banco";"2018-04-01";"2018-04-02"
"iof";"8.58";0;1;0;"01/06/2018";"1ª semana";"01/06/2018";"banco";"2018-06-01";"2018-06-01"
"iof";"25.66";0;1;0;"01/07/2018";"1ª semana";"02/07/2018";"banco";"2018-07-01";"2018-07-02"
"iof";"6.53";0;1;0;"01/08/2018";"1ª semana";"01/08/2018";"banco";"2018-08-01";"2018-08-01"
"iof";"26.91";0;1;0;"01/09/2018";"1ª semana";"03/09/2018";"banco";"2018-09-01";"2018-09-03"
"iof";"20.18";0;1;0;"01/10/2018";"1ª semana";"01/10/2018";"banco";"2018-10-01";"2018-10-01"
"iof";"71.11";1;0;0;"01/11/2018";"1ª semana";"01/11/2018";"banco";"2018-11-01";"2018-11-01"
"iof";"33.66";0;1;0;"01/12/2018";"1ª semana";"03/12/2018";"banco";"2018-12-01";"2018-12-03"
"inss michelle";104;0;1;0;"01/06/2018";"1ª semana";"08/06/2018";"michelle";"2018-06-01";"2018-06-08"
"incendio";"143.91";0;1;0;"01/07/2018";"1ª semana";"31/07/2018";"imposto";"2018-07-01";"2018-07-31"
"incendio";"163.83";0;1;0;"01/07/2018";"1ª semana";"31/07/2018";"imposto";"2018-07-01";"2018-07-31"
"imw 3 r vila med";24;0;1;0;"01/04/2018";"3ª semana";"16/04/2018";"alimentação";"2018-04-01";"2018-04-16"
"imaculada";12;0;1;0;"01/10/2018";"1ª semana";"17/10/2018";"compras";"2018-10-01";"2018-10-17"
"higapas";6;0;1;0;"01/03/2018";"3ª semana";"26/03/2018";"compras";"2018-03-01";"2018-03-26"
"higapas";6;0;1;0;"01/05/2018";"2ª semana";"06/05/2018";"compras";"2018-05-01";"2018-05-06"
"havana chocolate";"12.5";0;1;0;"01/04/2018";"2ª semana";"13/04/2018";"alimentação";"2018-04-01";"2018-04-13"
"hamburguer";"9.9";0;1;0;"01/08/2018";"1ª semana";"02/08/2018";"alimentação";"2018-08-01";"2018-08-02"
"habibs";"44.5";0;1;0;"01/12/2018";"1ª semana";"08/12/2018";"alimentação";"2018-12-01";"2018-12-08"
"guitarra";100;0;1;0;"01/09/2018";"3ª semana";"19/09/2018";"compras";"2018-09-01";"2018-09-19"
"guardiao";"2.7";0;1;0;"01/05/2018";"5ª semana";"29/05/2018";"banco";"2018-05-01";"2018-05-29"
"guara acai";5;0;1;0;"01/06/2018";"3ª semana";"26/06/2018";"alimentação";"2018-06-01";"2018-06-26"
"gerurcia jo";20;0;1;0;"01/05/2018";"5ª semana";"28/05/2018";"alimentação";"2018-05-01";"2018-05-28"
"GB";30;0;1;0;"01/05/2018";"2ª semana";"11/05/2018";"compras";"2018-05-01";"2018-05-11"
"gasolina";"115.49";0;1;0;"01/04/2018";"2ª semana";"10/04/2018";"carro";"2018-04-01";"2018-04-10"
"gasolina";"108.21";0;1;0;"01/09/2018";"1ª semana";"03/09/2018";"carro";"2018-09-01";"2018-09-03"
"gasolina";"59.98";0;1;0;"01/10/2018";"1ª semana";"08/10/2018";"carro";"2018-10-01";"2018-10-08"
"gasolina";"56.68";0;1;0;"01/10/2018";"1ª semana";"10/10/2018";"carro";"2018-10-01";"2018-10-10"
"gasolina";"91.98";0;1;0;"01/10/2018";"1ª semana";"15/10/2018";"carro";"2018-10-01";"2018-10-15"
"gasolina";"79.98";0;1;0;"01/10/2018";"1ª semana";"17/10/2018";"carro";"2018-10-01";"2018-10-17"
"gasolina";"90.98";0;1;0;"01/10/2018";"1ª semana";"22/10/2018";"carro";"2018-10-01";"2018-10-22"
"gasolina";"61.98";0;1;0;"01/11/2018";"1ª semana";"12/11/2018";"carro";"2018-11-01";"2018-11-12"
"gasolina";10;0;1;0;"01/11/2018";"1ª semana";"12/11/2018";"carro";"2018-11-01";"2018-11-12"
"gasolina";"51.98";0;1;0;"01/11/2018";"1ª semana";"28/11/2018";"carro";"2018-11-01";"2018-11-28"
"gasolina";"85.98";0;1;0;"01/12/2018";"1ª semana";"28/12/2018";"carro";"2018-12-01";"2018-12-28"
"frango almoço";26;0;1;0;"01/01/2018";"3ª semana";"21/01/2018";"alimentação";"2018-01-01";"2018-01-21"
"frango / mercado";50;0;1;0;"01/07/2018";"3ª semana";"16/07/2018";"alimentação";"2018-07-01";"2018-07-16"
"floresta";"4.5";0;1;0;"01/02/2018";"3ª semana";"15/02/2018";"alimentação";"2018-02-01";"2018-02-15"
"fita isolante";"2.5";0;1;0;"01/01/2018";"2ª semana";"12/01/2018";"alimentação";"2018-01-01";"2018-01-12"
"feira";50;0;1;0;"01/01/2018";"2ª semana";"13/01/2018";"alimentação";"2018-01-01";"2018-01-13"
"feira";50;0;1;0;"01/01/2018";"3ª semana";"20/01/2018";"feira";"2018-01-01";"2018-01-20"
"feira";50;0;1;0;"01/01/2018";"3ª semana";"26/01/2018";"feira";"2018-01-01";"2018-01-26"
"feira";60;0;1;0;"01/02/2018";"2ª semana";"08/02/2018";"feira";"2018-02-01";"2018-02-08"
"feira";60;0;1;0;"01/02/2018";"3ª semana";"15/02/2018";"feira";"2018-02-01";"2018-02-15"
"feira";60;0;1;0;"01/02/2018";"4ª semana";"26/02/2018";"feira";"2018-02-01";"2018-02-26"
"feira";50;0;1;0;"01/04/2018";"3ª semana";"26/04/2018";"feira";"2018-04-01";"2018-04-26"
"feira";50;0;1;0;"01/05/2018";"2ª semana";"06/05/2018";"feira";"2018-05-01";"2018-05-06"
"feira";25;0;1;0;"01/06/2018";"1ª semana";"02/06/2018";"feira";"2018-06-01";"2018-06-02"
"feira";80;0;1;0;"01/06/2018";"3ª semana";"30/06/2018";"feira";"2018-06-01";"2018-06-30"
"feira";50;0;1;0;"01/07/2018";"1ª semana";"07/07/2018";"feira";"2018-07-01";"2018-07-07"
"feira";50;0;1;0;"01/07/2018";"3ª semana";"16/07/2018";"feira";"2018-07-01";"2018-07-16"
"feira";70;0;1;0;"01/07/2018";"5ª semana";"30/07/2018";"feira";"2018-07-01";"2018-07-30"
"feira";8;0;1;0;"01/08/2018";"2ª semana";"13/08/2018";"feira";"2018-08-01";"2018-08-13"
"feira";5;0;1;0;"01/08/2018";"2ª semana";"13/08/2018";"feira";"2018-08-01";"2018-08-13"
"feira";8;0;1;0;"01/08/2018";"2ª semana";"13/08/2018";"feira";"2018-08-01";"2018-08-13"
"feira";100;0;1;0;"01/09/2018";"1ª semana";"03/09/2018";"feira";"2018-09-01";"2018-09-03"
"feira";50;0;1;0;"01/10/2018";"1ª semana";"31/10/2018";"feira";"2018-10-01";"2018-10-31"
"feira";50;0;1;0;"01/11/2018";"1ª semana";"05/11/2018";"feira";"2018-11-01";"2018-11-05"
"feira";7;0;1;0;"01/11/2018";"1ª semana";"11/11/2018";"feira";"2018-11-01";"2018-11-11"
"feira";100;0;1;0;"01/11/2018";"1ª semana";"26/11/2018";"feira";"2018-11-01";"2018-11-26"
"feira";100;0;1;0;"01/12/2018";"1ª semana";"03/12/2018";"feira";"2018-12-01";"2018-12-03"
"feira";100;0;1;0;"01/12/2018";"1ª semana";"08/12/2018";"feira";"2018-12-01";"2018-12-08"
"feira";100;0;1;0;"01/12/2018";"1ª semana";"15/12/2018";"feira";"2018-12-01";"2018-12-15"
"feira";100;0;1;0;"01/12/2018";"1ª semana";"24/12/2018";"feira";"2018-12-01";"2018-12-24"
"feijoada";50;0;1;0;"01/06/2018";"1ª semana";"03/06/2018";"alimentação";"2018-06-01";"2018-06-03"
"farofa/pimenta";"22.69";0;1;0;"01/08/2018";"3ª semana";"24/08/2018";"mercado";"2018-08-01";"2018-08-24"
"farmacia";"15.99";0;1;0;"01/01/2018";"2ª semana";"11/01/2018";"farmacia";"2018-01-01";"2018-01-11"
"farmacia";"59.16";0;1;0;"01/02/2018";"3ª semana";"11/02/2018";"farmacia";"2018-02-01";"2018-02-11"
"farmacia";"20.01";0;1;0;"01/03/2018";"2ª semana";"11/03/2018";"farmacia";"2018-03-01";"2018-03-11"
"farmacia";5;0;1;0;"01/04/2018";"2ª semana";"11/04/2018";"farmacia";"2018-04-01";"2018-04-11"
"farmacia";"27.69";0;1;0;"01/04/2018";"2ª semana";"12/04/2018";"farmacia";"2018-04-01";"2018-04-12"
"farmacia";3;0;1;0;"01/04/2018";"2ª semana";"13/04/2018";"farmacia";"2018-04-01";"2018-04-13"
"farmacia";"19.07";0;1;0;"01/05/2018";"1ª semana";"04/05/2018";"farmacia";"2018-05-01";"2018-05-04"
"farmacia";"20.96";0;1;0;"01/06/2018";"3ª semana";"23/06/2018";"farmacia";"2018-06-01";"2018-06-23"
"farmacia";"24.84";0;1;0;"01/09/2018";"2ª semana";"13/09/2018";"farmacia";"2018-09-01";"2018-09-13"
"farmacia";10;0;1;0;"01/09/2018";"3ª semana";"17/09/2018";"farmacia";"2018-09-01";"2018-09-17"
"farmacia";"9.7";0;1;0;"01/09/2018";"4ª semana";"27/09/2018";"farmacia";"2018-09-01";"2018-09-27"
"farmacia";47;0;1;0;"01/09/2018";"4ª semana";"28/09/2018";"farmacia";"2018-09-01";"2018-09-28"
"farmacia";"39.01";0;1;0;"01/10/2018";"1ª semana";"19/10/2018";"farmacia";"2018-10-01";"2018-10-19"
"farmacia";"42.47";0;1;0;"01/10/2018";"1ª semana";"22/10/2018";"farmacia";"2018-10-01";"2018-10-22"
"farmacia";"16.19";0;1;0;"01/10/2018";"1ª semana";"24/10/2018";"farmacia";"2018-10-01";"2018-10-24"
"farmacia";"26.64";0;1;0;"01/11/2018";"1ª semana";"05/11/2018";"farmacia";"2018-11-01";"2018-11-05"
"farmacia";30;0;1;0;"01/11/2018";"1ª semana";"21/11/2018";"farmacia";"2018-11-01";"2018-11-21"
"farmacia";"39.9";0;1;0;"01/11/2018";"1ª semana";"28/11/2018";"farmacia";"2018-11-01";"2018-11-28"
"farmacia";50;0;1;0;"01/11/2018";"1ª semana";"28/11/2018";"farmacia";"2018-11-01";"2018-11-28"
"farmacia";"29.9";0;1;0;"01/12/2018";"1ª semana";"03/12/2018";"farmacia";"2018-12-01";"2018-12-03"
"farmacia";"73.39";0;1;0;"01/12/2018";"1ª semana";"03/12/2018";"farmacia";"2018-12-01";"2018-12-03"
"farmacia";"29.9";0;1;0;"01/12/2018";"1ª semana";"04/12/2018";"farmacia";"2018-12-01";"2018-12-04"
"farmacia";"7.83";0;1;0;"01/12/2018";"1ª semana";"05/12/2018";"farmacia";"2018-12-01";"2018-12-05"
"farmacia";"17.59";0;1;0;"01/12/2018";"1ª semana";"09/12/2018";"farmacia";"2018-12-01";"2018-12-09"
"farmacia";"24.22";0;1;0;"01/12/2018";"1ª semana";"13/12/2018";"farmacia";"2018-12-01";"2018-12-13"
"farmacia";"37.42";0;1;0;"01/12/2018";"1ª semana";"24/12/2018";"farmacia";"2018-12-01";"2018-12-24"
"farmacia";"93.87";0;1;0;"01/12/2018";"1ª semana";"24/12/2018";"farmacia";"2018-12-01";"2018-12-24"
"extra agua";"2.55";0;1;0;"01/03/2018";"3ª semana";"23/03/2018";"alimentação";"2018-03-01";"2018-03-23"
"extra agua";"2.55";0;1;0;"01/03/2018";"3ª semana";"28/03/2018";"alimentação";"2018-03-01";"2018-03-28"
"estcionamento";5;0;1;0;"01/09/2018";"2ª semana";"06/09/2018";"estacionamento";"2018-09-01";"2018-09-06"
"estcionamento";16;0;1;0;"01/12/2018";"1ª semana";"17/12/2018";"estacionamento";"2018-12-01";"2018-12-17"
"estapar";16;0;1;0;"01/10/2018";"1ª semana";"29/10/2018";"estacionamento";"2018-10-01";"2018-10-29"
"estacionamento";10;0;1;0;"01/02/2018";"2ª semana";"10/02/2018";"estacionamento";"2018-02-01";"2018-02-10"
"estacionamento";"22.5";0;1;0;"01/03/2018";"2ª semana";"03/03/2018";"carro";"2018-03-01";"2018-03-03"
"estacionamento";16;0;1;0;"01/04/2018";"1ª semana";"02/04/2018";"estacionamento";"2018-04-01";"2018-04-02"
