"custo";"valor_custo";"flag_fixo";"flag_variavel";"flag_pendente";"flag_investimento";"data_base";"data_custo";"tipo_custo";"dt_pagto_bq";"dt_custo_bq"
"jhivago";25;0;1;0;0;"01/10/2019";"04/10/2019";"alimentação";"2019-10-01";"2019-10-04"
"arizona";"5.42";0;1;0;0;"01/10/2019";"07/10/2019";"padaria";"2019-10-01";"2019-10-07"
"suco";"4.5";0;1;0;0;"01/10/2019";"07/10/2019";"alimentação";"2019-10-01";"2019-10-07"
"lanche";6;0;1;0;0;"01/10/2019";"07/10/2019";"alimentação";"2019-10-01";"2019-10-07"
"lanche";12;0;1;0;0;"01/10/2019";"07/10/2019";"alimentação";"2019-10-01";"2019-10-07"
"imw vila medeiros";"17.5";0;1;0;0;"01/10/2019";"05/10/2019";"alimentação";"2019-10-01";"2019-10-05"
"imw vila medeiros";2;0;1;0;0;"01/10/2019";"05/10/2019";"alimentação";"2019-10-01";"2019-10-05"
"imw vila medeiros";"3.5";0;1;0;0;"01/10/2019";"05/10/2019";"alimentação";"2019-10-01";"2019-10-05"
"imw vila medeiros";2;0;1;0;0;"01/10/2019";"05/10/2019";"alimentação";"2019-10-01";"2019-10-05"
"arizona";"3.8";0;1;0;0;"01/10/2019";"07/10/2019";"padaria";"2019-10-01";"2019-10-07"
"caldo de cana";10;0;1;0;0;"01/10/2019";"07/10/2019";"alimentação";"2019-10-01";"2019-10-07"
"pastel";5;0;1;0;0;"01/10/2019";"07/10/2019";"alimentação";"2019-10-01";"2019-10-07"
"refrigerante";8;0;1;0;0;"01/10/2019";"07/10/2019";"alimentação";"2019-10-01";"2019-10-07"
"pão";6;0;1;0;0;"01/10/2019";"07/10/2019";"alimentação";"2019-10-01";"2019-10-07"
"almoço";"38.4";0;1;0;0;"01/10/2019";"07/10/2019";"alimentação";"2019-10-01";"2019-10-07"
"nextel";55;0;1;0;0;"01/10/2019";"07/10/2019";"compras";"2019-10-01";"2019-10-07"
"celso gala";65;0;1;0;0;"01/10/2019";"07/10/2019";"compras";"2019-10-01";"2019-10-07"
"doce moerena";"15.5";0;1;0;0;"01/10/2019";"07/10/2019";"alimentação";"2019-10-01";"2019-10-07"
"eleda fabia";60;0;1;0;0;"01/10/2019";"07/10/2019";"compras";"2019-10-01";"2019-10-07"
"festaja";"10.44";0;1;0;0;"01/10/2019";"07/10/2019";"compras";"2019-10-01";"2019-10-07"
"samba biju";"15.97";0;1;0;0;"01/10/2019";"07/10/2019";"compras";"2019-10-01";"2019-10-07"
"adega";10;0;1;0;0;"01/10/2019";"08/10/2019";"alimentação";"2019-10-01";"2019-10-08"
"andorinha";"147.48";0;1;0;0;"01/10/2019";"08/10/2019";"mercado";"2019-10-01";"2019-10-08"
"gasolina";"77.98";0;1;0;0;"01/10/2019";"08/10/2019";"carro";"2019-10-01";"2019-10-08"
"ELECTRON2081 – PA";"7.56";0;1;0;0;"01/10/2019";"08/10/2019";"compras";"2019-10-01";"2019-10-08"
"ELECTRON2081 – PA";24;0;1;0;0;"01/10/2019";"08/10/2019";"compras";"2019-10-01";"2019-10-08"
"agua";"2.99";0;1;0;0;"01/10/2019";"09/10/2019";"alimentação";"2019-10-01";"2019-10-09"
"estacao vivo";14;0;1;0;0;"01/10/2019";"09/10/2019";"alimentação";"2019-10-01";"2019-10-09"
"suco";"4.5";0;1;0;0;"01/10/2019";"10/10/2019";"alimentação";"2019-10-01";"2019-10-10"
"presnete michelle";"119.8";0;1;0;0;"01/10/2019";"10/10/2019";"compras";"2019-10-01";"2019-10-10"
"tapioca";"10.5";0;1;0;0;"01/10/2019";"10/10/2019";"alimentação";"2019-10-01";"2019-10-10"
"empada";"8.5";0;1;0;0;"01/10/2019";"11/10/2019";"alimentação";"2019-10-01";"2019-10-11"
"suco";"4.5";0;1;0;0;"01/10/2019";"11/10/2019";"alimentação";"2019-10-01";"2019-10-11"
"padaria";"43.56";0;1;0;0;"01/10/2019";"12/10/2019";"padaria";"2019-10-01";"2019-10-12"
"sonda";"161.45";0;1;0;0;"01/10/2019";"12/10/2019";"mercado";"2019-10-01";"2019-10-12"
"assai";"28.27";0;1;0;0;"01/10/2019";"14/10/2019";"mercado";"2019-10-01";"2019-10-14"
"baba buros";"9.69";0;1;0;0;"01/10/2019";"14/10/2019";"alimentação";"2019-10-01";"2019-10-14"
"efuardo";"28.9";0;1;0;0;"01/10/2019";"14/10/2019";"compras";"2019-10-01";"2019-10-14"
"esperanca";65;0;1;0;0;"01/10/2019";"14/10/2019";"compras";"2019-10-01";"2019-10-14"
"feira livre";5;0;1;0;0;"01/10/2019";"14/10/2019";"compras";"2019-10-01";"2019-10-14"
"geraldo";"4.5";0;1;0;0;"01/10/2019";"14/10/2019";"compras";"2019-10-01";"2019-10-14"
"sapatos";"79.99";0;1;0;0;"01/10/2019";"14/10/2019";"compras";"2019-10-01";"2019-10-14"
"loja t10";45;0;1;0;0;"01/10/2019";"14/10/2019";"igreja";"2019-10-01";"2019-10-14"
"marco antonio";15;0;1;0;0;"01/10/2019";"14/10/2019";"compras";"2019-10-01";"2019-10-14"
"bombonie";3;0;1;0;0;"01/10/2019";"14/10/2019";"alimentação";"2019-10-01";"2019-10-14"
"calcado";70;0;1;0;0;"01/10/2019";"14/10/2019";"compras";"2019-10-01";"2019-10-14"
"carlao";10;0;1;0;0;"01/10/2019";"14/10/2019";"compras";"2019-10-01";"2019-10-14"
"camisa/bermuda";100;0;1;0;0;"01/10/2019";"14/10/2019";"compras";"2019-10-01";"2019-10-14"
"joao car";4;0;1;0;0;"01/10/2019";"14/10/2019";"alimentação";"2019-10-01";"2019-10-14"
"leandro";35;0;1;0;0;"01/10/2019";"14/10/2019";"compras";"2019-10-01";"2019-10-14"
"praja biju";"7.99";0;1;0;0;"01/10/2019";"14/10/2019";"compras";"2019-10-01";"2019-10-14"
"tron2081-PA";"34.8";0;1;0;0;"01/10/2019";"14/10/2019";"compras";"2019-10-01";"2019-10-14"
"baba buros";"2.99";0;1;0;0;"01/10/2019";"15/10/2019";"alimentação";"2019-10-01";"2019-10-15"
"lint vila";"23.21";0;1;0;0;"01/10/2019";"15/10/2019";"alimentação";"2019-10-01";"2019-10-15"
"mc donalds";"30.5";0;1;0;0;"01/10/2019";"15/10/2019";"alimentação";"2019-10-01";"2019-10-15"
"ethosca";"20.4";0;1;0;0;"01/10/2019";"15/10/2019";"alimentação";"2019-10-01";"2019-10-15"
"ponit";"4.5";0;1;0;0;"01/10/2019";"15/10/2019";"alimentação";"2019-10-01";"2019-10-15"
"trilha do t";"39.6";0;1;0;0;"01/10/2019";"15/10/2019";"alimentação";"2019-10-01";"2019-10-15"
"vila chic";5;0;1;0;0;"01/10/2019";"15/10/2019";"alimentação";"2019-10-01";"2019-10-15"
"posto se";"78.98";0;1;0;0;"01/10/2019";"16/10/2019";"carro";"2019-10-01";"2019-10-16"
"promofarma";"67.42";0;1;0;0;"01/10/2019";"17/10/2019";"farmacia";"2019-10-01";"2019-10-17"
"shokiti";"2.99";0;1;0;0;"01/10/2019";"17/10/2019";"compras";"2019-10-01";"2019-10-17"
"transferencia";35;0;1;0;0;"01/10/2019";"18/10/2019";"compras";"2019-10-01";"2019-10-18"
"ana paulo";"7.5";0;1;0;0;"01/10/2019";"18/10/2019";"compras";"2019-10-01";"2019-10-18"
"martins";30;0;1;0;0;"01/10/2019";"18/10/2019";"compras";"2019-10-01";"2019-10-18"
"saque";100;0;1;0;0;"01/10/2019";"21/10/2019";"saque";"2019-10-01";"2019-10-21"
"arizona";"24.62";0;1;0;0;"01/10/2019";"21/10/2019";"padaria";"2019-10-01";"2019-10-21"
"dona ju";52;0;1;0;0;"01/10/2019";"21/10/2019";"alimentação";"2019-10-01";"2019-10-21"
"promofarma";"8.66";0;1;0;0;"01/10/2019";"21/10/2019";"farmacia";"2019-10-01";"2019-10-21"
"sonda jacana";"38.07";0;1;0;0;"01/10/2019";"21/10/2019";"mercado";"2019-10-01";"2019-10-21"
"super sacol";"14.95";0;1;0;0;"01/10/2019";"21/10/2019";"mercado";"2019-10-01";"2019-10-21"
"bella atali";"26.6";0;1;0;0;"01/10/2019";"22/10/2019";"alimentação";"2019-10-01";"2019-10-22"
"outback";"63.9";0;1;0;0;"01/10/2019";"22/10/2019";"alimentação";"2019-10-01";"2019-10-22"
"andorinha";"144.09";0;1;0;0;"01/10/2019";"23/10/2019";"mercado";"2019-10-01";"2019-10-23"
"gasolina";"191.27";0;1;0;0;"01/10/2019";"23/10/2019";"carro";"2019-10-01";"2019-10-23"
"adega";10;0;1;0;0;"01/10/2019";"23/10/2019";"alimentação";"2019-10-01";"2019-10-23"
"chinen box";"10.84";0;1;0;0;"01/10/2019";"25/10/2019";"alimentação";"2019-10-01";"2019-10-25"
"mercearia";"14.1";0;1;0;0;"01/10/2019";"25/10/2019";"alimentação";"2019-10-01";"2019-10-25"
"saque";50;0;1;0;0;"01/10/2019";"25/10/2019";"saque";"2019-10-01";"2019-10-25"
"padaria";"22.9";0;1;0;0;"01/10/2019";"28/10/2019";"padaria";"2019-10-01";"2019-10-28"
"padaria";"16.31";0;1;0;0;"01/10/2019";"28/10/2019";"padaria";"2019-10-01";"2019-10-28"
"marco antonio";12;0;1;0;0;"01/10/2019";"28/10/2019";"alimentação";"2019-10-01";"2019-10-28"
"marco antonio";9;0;1;0;0;"01/10/2019";"28/10/2019";"alimentação";"2019-10-01";"2019-10-28"
"dricafe";5;0;1;0;0;"01/10/2019";"28/10/2019";"alimentação";"2019-10-01";"2019-10-28"
"waldir";"6.5";0;1;0;0;"01/10/2019";"28/10/2019";"alimentação";"2019-10-01";"2019-10-28"
"agua";"2.99";0;1;0;0;"01/10/2019";"28/10/2019";"alimentação";"2019-10-01";"2019-10-28"
"unidos";8;0;1;0;0;"01/10/2019";"28/10/2019";"alimentação";"2019-10-01";"2019-10-28"
"acai metro";"11.9";0;1;0;0;"01/10/2019";"28/10/2019";"alimentação";"2019-10-01";"2019-10-28"
"drogaria";"2.82";0;1;0;0;"01/10/2019";"28/10/2019";"farmacia";"2019-10-01";"2019-10-28"
"priscila";125;0;1;0;0;"01/10/2019";"28/10/2019";"compras";"2019-10-01";"2019-10-28"
"supermercado";"112.07";0;1;0;0;"01/10/2019";"28/10/2019";"mercado";"2019-10-01";"2019-10-28"
"sp metro";330;0;1;0;0;"01/10/2019";"28/10/2019";"transporte";"2019-10-01";"2019-10-28"
"taxa conta corrente";"76.9";1;0;0;0;"01/11/2019";"04/10/2019";"banco";"2019-11-01";"2019-10-04"
"iof";"0.86";1;0;0;0;"01/11/2019";"01/10/2019";"banco";"2019-11-01";"2019-10-01"
"cartão de credito";"2887.63";0;1;0;0;"01/11/2019";"18/10/2019";"cartão credito";"2019-11-01";"2019-10-18"
"portoseguro";0;1;0;1;0;"01/11/2019";;"cartão credito";"2019-11-01";"2019-11-01"
"portoseguro";"593.16";1;0;0;0;"01/11/2019";"18/11/2019";"cartão credito";"2019-11-01";"2019-11-18"
"SEGURO CARTÃO";"6.41";1;0;0;0;"01/11/2019";"11/11/2019";"banco";"2019-11-01";"2019-11-11"
"UNICEF";75;1;0;0;0;"01/11/2019";"18/11/2019";"doação";"2019-11-01";"2019-11-18"
"seminario mensalidade";"250.59";1;0;0;0;"01/11/2019";"05/11/2019";"seminario";"2019-11-01";"2019-11-05"
"seminario mensalidade";0;1;0;0;0;"01/11/2019";;"seminario";"2019-11-01";"2019-11-01"
"investimento";0;0;0;0;1;"01/11/2019";;"poupança";"2019-11-01";"2019-11-01"
"seguro carro";"188.81";1;0;0;0;"01/11/2019";"28/11/2019";"carro";"2019-11-01";"2019-11-28"
"condominio";200;1;0;0;0;"01/11/2019";"05/11/2019";"moradia";"2019-11-01";"2019-11-05"
"net";70;1;0;0;0;"01/11/2019";"05/11/2019";"moradia";"2019-11-01";"2019-11-05"
"luz";50;1;0;0;0;"01/11/2019";"05/11/2019";"moradia";"2019-11-01";"2019-11-05"
"gas";40;1;0;0;0;"01/11/2019";"05/11/2019";"moradia";"2019-11-01";"2019-11-05"
"michelle";500;1;0;0;0;"01/11/2019";"05/11/2019";"michelle";"2019-11-01";"2019-11-05"
"agua";"2.99";0;1;0;0;"01/11/2019";"01/11/2019";"alimentação";"2019-11-01";"2019-11-01"
"estacionamento";20;0;1;0;0;"01/11/2019";"01/11/2019";"carro";"2019-11-01";"2019-11-01"
"arizona";"5.57";0;1;0;0;"01/11/2019";"04/11/2019";"padaria";"2019-11-01";"2019-11-04"
"arizona";"5.17";0;1;0;0;"01/11/2019";"04/11/2019";"padaria";"2019-11-01";"2019-11-04"
"agua";"2.99";0;1;0;0;"01/11/2019";"04/11/2019";"alimentação";"2019-11-01";"2019-11-04"
"DIA";"28.14";0;1;0;0;"01/11/2019";"04/11/2019";"mercado";"2019-11-01";"2019-11-04"
"sorvete";"12.4";0;1;0;0;"01/11/2019";"04/11/2019";"alimentação";"2019-11-01";"2019-11-04"
"madame elda";55;0;1;0;0;"01/11/2019";"04/11/2019";"compras";"2019-11-01";"2019-11-04"
"maria das G";33;0;1;0;0;"01/11/2019";"04/11/2019";"compras";"2019-11-01";"2019-11-04"
"gasolina";"81.1";0;1;0;0;"01/11/2019";"04/11/2019";"carro";"2019-11-01";"2019-11-04"
"suco";"4.5";0;1;0;0;"01/11/2019";"04/11/2019";"alimentação";"2019-11-01";"2019-11-04"
"bijou";"33.97";0;1;0;0;"01/11/2019";"04/11/2019";"compras";"2019-11-01";"2019-11-04"
"ravioli";"13.61";0;1;0;0;"01/11/2019";"04/11/2019";"alimentação";"2019-11-01";"2019-11-04"
"ravioli";27;0;1;0;0;"01/11/2019";"04/11/2019";"alimentação";"2019-11-01";"2019-11-04"
"unha/manicure";35;0;1;0;0;"01/11/2019";"04/11/2019";"compras";"2019-11-01";"2019-11-04"
"benção";20;0;1;0;0;"01/11/2019";"05/11/2019";"igreja";"2019-11-01";"2019-11-05"
"nextel";75;0;1;0;0;"01/11/2019";"06/11/2019";"celular";"2019-11-01";"2019-11-06"
"nextel";55;0;1;0;0;"01/11/2019";"07/11/2019";"celular";"2019-11-01";"2019-11-07"
"padaria";"17.9";0;1;0;0;"01/11/2019";"06/11/2019";"padaria";"2019-11-01";"2019-11-06"
"padaria";"13.65";0;1;0;0;"01/11/2019";"06/11/2019";"padaria";"2019-11-01";"2019-11-06"
"agua";"2.99";0;1;0;0;"01/11/2019";"06/11/2019";"alimentação";"2019-11-01";"2019-11-06"
"café";5;0;1;0;0;"01/11/2019";"06/11/2019";"alimentação";"2019-11-01";"2019-11-06"
"padaria";"18.44";0;1;0;0;"01/11/2019";"07/11/2019";"padaria";"2019-11-01";"2019-11-07"
"agua";"2.5";0;1;0;0;"01/11/2019";"08/11/2019";"alimentação";"2019-11-01";"2019-11-08"
"malu";"19.65";0;1;0;0;"01/11/2019";"08/11/2019";"compras";"2019-11-01";"2019-11-08"
"mecanico";40;0;1;0;0;"01/11/2019";"08/11/2019";"carro";"2019-11-01";"2019-11-08"
"mercado peça";49;0;1;0;0;"01/11/2019";"08/11/2019";"carro";"2019-11-01";"2019-11-08"
"raio de sol";40;0;1;0;0;"01/11/2019";"08/11/2019";"compras";"2019-11-01";"2019-11-08"
"roupa/brinco";"22.6";0;1;0;0;"01/11/2019";"09/11/2019";"compras";"2019-11-01";"2019-11-09"
"presente guilherme";"49.99";0;1;0;0;"01/11/2019";"09/11/2019";"compras";"2019-11-01";"2019-11-09"
"unha/manicure";"14.96";0;1;0;0;"01/11/2019";"09/11/2019";"compras";"2019-11-01";"2019-11-09"
"brinco";20;0;1;0;0;"01/11/2019";"09/11/2019";"compras";"2019-11-01";"2019-11-09"
"jovipe";16;0;1;0;0;"01/11/2019";"11/11/2019";"compras";"2019-11-01";"2019-11-11"
"pardal conserto";200;0;1;0;0;"01/11/2019";"11/11/2019";"carro";"2019-11-01";"2019-11-11"
"gasolina";180;0;1;0;0;"01/11/2019";"09/11/2019";"carro";"2019-11-01";"2019-11-09"
"padaria";"16.83";0;1;0;0;"01/11/2019";"10/11/2019";"padaria";"2019-11-01";"2019-11-10"
"padaria";"13.47";0;1;0;0;"01/11/2019";"10/11/2019";"padaria";"2019-11-01";"2019-11-10"
"mercado";"164.86";0;1;0;0;"01/11/2019";"10/11/2019";"mercado";"2019-11-01";"2019-11-10"
"ponto quent";"16.11";0;1;0;0;"01/11/2019";"12/11/2019";"alimentação";"2019-11-01";"2019-11-12"
"promofarma";"28.4";0;1;0;0;"01/11/2019";"12/11/2019";"farmacia";"2019-11-01";"2019-11-12"
"mercadinho";"79.57";0;1;0;0;"01/11/2019";"13/11/2019";"mercado";"2019-11-01";"2019-11-13"
"vila chic";15;0;1;0;0;"01/11/2019";"14/11/2019";"alimentação";"2019-11-01";"2019-11-14"
"feria";70;0;1;0;0;"01/11/2019";"17/11/2019";"feira";"2019-11-01";"2019-11-17"
"benção";20;0;1;0;0;"01/11/2019";"17/11/2019";"igreja";"2019-11-01";"2019-11-17"
"saque";10;0;1;0;0;"01/11/2019";"17/11/2019";"saque";"2019-11-01";"2019-11-17"
"pastel";24;0;1;0;0;"01/11/2019";"17/11/2019";"alimentação";"2019-11-01";"2019-11-17"
"habibs";"23.58";0;1;0;0;"01/11/2019";"16/11/2019";"alimentação";"2019-11-01";"2019-11-16"
"lava rapido";40;0;1;0;0;"01/11/2019";"16/11/2019";"carro";"2019-11-01";"2019-11-16"
"caldo de cana";12;0;1;0;0;"01/11/2019";"17/11/2019";"alimentação";"2019-11-01";"2019-11-17"
"almoço massa";16;0;1;0;0;"01/11/2019";"17/11/2019";"alimentação";"2019-11-01";"2019-11-17"
"mc donalds";"18.9";0;1;0;0;"01/11/2019";"18/11/2019";"alimentação";"2019-11-01";"2019-11-18"
"açai";"23.65";0;1;0;0;"01/11/2019";"16/11/2019";"alimentação";"2019-11-01";"2019-11-16"
"jorgelu";34;0;1;0;0;"01/11/2019";"18/11/2019";"compras";"2019-11-01";"2019-11-18"
"conserto maquina";150;0;1;0;0;"01/11/2019";"18/11/2019";"compras";"2019-11-01";"2019-11-18"
"gasolina";"110.98";0;1;0;0;"01/11/2019";"17/11/2019";"carro";"2019-11-01";"2019-11-17"
"promofarma";"32.42";0;1;0;0;"01/11/2019";"18/11/2019";"farmacia";"2019-11-01";"2019-11-18"
"refri/salgado";14;0;1;0;0;"01/11/2019";"15/11/2019";"alimentação";"2019-11-01";"2019-11-15"
"agua";"3.5";0;1;0;0;"01/11/2019";"18/11/2019";"alimentação";"2019-11-01";"2019-11-18"
"sergio enzo";10;0;1;0;0;"01/11/2019";"18/11/2019";"compras";"2019-11-01";"2019-11-18"
"camiseta";"24.75";0;1;0;0;"01/11/2019";"19/11/2019";"compras";"2019-11-01";"2019-11-19"
"roupa";200;0;1;0;0;"01/11/2019";"21/11/2019";"compras";"2019-11-01";"2019-11-21"
"mc donalds";5;0;1;0;0;"01/11/2019";"21/11/2019";"alimentação";"2019-11-01";"2019-11-21"
"café";"14.4";0;1;0;0;"01/11/2019";"21/11/2019";"alimentação";"2019-11-01";"2019-11-21"
"promofarma";"31.66";0;1;0;0;"01/11/2019";"21/11/2019";"farmacia";"2019-11-01";"2019-11-21"
"promofarma";"130.22";0;1;0;0;"01/11/2019";"21/11/2019";"farmacia";"2019-11-01";"2019-11-21"
"almoço";"43.9";0;1;0;0;"01/11/2019";"21/11/2019";"alimentação";"2019-11-01";"2019-11-21"
"agua";2;0;1;0;0;"01/11/2019";"21/11/2019";"alimentação";"2019-11-01";"2019-11-21"
"michelle";"72.71";0;1;0;0;"01/11/2019";"21/11/2019";"michelle";"2019-11-01";"2019-11-21"
"padaria";"21.03";0;1;0;0;"01/11/2019";"22/11/2019";"padaria";"2019-11-01";"2019-11-22"
"suco";"4.5";0;1;0;0;"01/11/2019";"22/11/2019";"alimentação";"2019-11-01";"2019-11-22"
"empada";"3.5";0;1;0;0;"01/11/2019";"22/11/2019";"alimentação";"2019-11-01";"2019-11-22"
"almoço";26;0;1;0;0;"01/11/2019";"22/11/2019";"alimentação";"2019-11-01";"2019-11-22"
"sitio";300;0;1;0;0;"01/11/2019";"25/11/2019";"compras";"2019-11-01";"2019-11-25"
"panettone";18;0;1;0;0;"01/11/2019";"25/11/2019";"alimentação";"2019-11-01";"2019-11-25"
"mercado";"113.37";0;1;0;0;"01/11/2019";"26/11/2019";"mercado";"2019-11-01";"2019-11-26"
"gasolina";"80.98";0;1;0;0;"01/11/2019";"26/11/2019";"carro";"2019-11-01";"2019-11-26"
"pizzaria";32;0;1;0;0;"01/11/2019";"27/11/2019";"alimentação";"2019-11-01";"2019-11-27"
"farmacia";"10.81";0;1;0;0;"01/11/2019";"27/11/2019";"farmacia";"2019-11-01";"2019-11-27"
"transferencia";90;0;1;0;0;"01/11/2019";"28/11/2019";"compras";"2019-11-01";"2019-11-28"
"feira";10;0;1;0;0;"01/11/2019";"28/11/2019";"feira";"2019-11-01";"2019-11-28"
"assai";"23.81";0;1;0;0;"01/11/2019";"28/11/2019";"mercado";"2019-11-01";"2019-11-28"
"promofarma";"46.82";0;1;0;0;"01/11/2019";"29/11/2019";"farmacia";"2019-11-01";"2019-11-29"
"promofarma";"1.65";0;1;0;0;"01/11/2019";"29/11/2019";"farmacia";"2019-11-01";"2019-11-29"
"deposito da michelle";1196;0;1;0;0;"01/11/2019";"29/11/2019";"compras";"2019-11-01";"2019-11-29"
"roupas";20;0;1;0;0;"01/11/2019";"29/11/2019";"compras";"2019-11-01";"2019-11-29"
"mercado";2;0;1;0;0;"01/11/2019";"29/11/2019";"mercado";"2019-11-01";"2019-11-29"
"mecado";18;0;1;0;0;"01/11/2019";"29/11/2019";"mercado";"2019-11-01";"2019-11-29"
"roupas";20;0;1;0;0;"01/11/2019";"29/11/2019";"compras";"2019-11-01";"2019-11-29"
"diff";"0.2";0;1;0;0;"01/11/2019";"29/11/2019";"diferença";"2019-11-01";"2019-11-29"
"taxa conta corrente";"76.9";1;0;0;0;"01/12/2019";"03/12/2019";"banco";"2019-12-01";"2019-12-03"
"cartão de credito";"1812.3";0;1;0;0;"01/12/2019";"13/12/2019";"cartão credito";"2019-12-01";"2019-12-13"
"portoseguro";"547.87";1;0;0;0;"01/12/2019";"13/12/2019";"cartão credito";"2019-12-01";"2019-12-13"
"sptransp";330;1;0;0;0;"01/12/2019";"02/12/2019";"transporte";"2019-12-01";"2019-12-02"
"SEGURO CARTÃO";"6.41";1;0;0;0;"01/12/2019";;"banco";"2019-12-01";"2019-12-01"
"UNICEF";75;1;0;0;0;"01/12/2019";"16/12/2019";"doação";"2019-12-01";"2019-12-16"
"investimento";1000;0;0;0;1;"01/12/2019";;"poupança";"2019-12-01";"2019-12-01"
"seguro carro";0;1;0;1;0;"01/12/2019";;"carro";"2019-12-01";"2019-12-01"
"suco";"5.5";0;1;0;0;"01/12/2019";"02/12/2019";"alimentação";"2019-12-01";"2019-12-02"
"assai";"25.64";0;1;0;0;"01/12/2019";"01/12/2019";"mercado";"2019-12-01";"2019-12-01"
"gasolina";"166.75";0;1;0;0;"01/12/2019";"01/12/2019";"carro";"2019-12-01";"2019-12-01"
"benção";0;0;1;0;0;"01/12/2019";"01/12/2019";"igreja";"2019-12-01";"2019-12-01"
"benção";0;0;1;0;0;"01/11/2019";;"igreja";"2019-11-01";"2019-11-01"
"agua";"2.99";0;1;0;0;"01/12/2019";"03/12/2019";"alimentação";"2019-12-01";"2019-12-03"
"salgado";"4.5";0;1;0;0;"01/12/2019";"03/12/2019";"alimentação";"2019-12-01";"2019-12-03"
"almoço";"24.6";0;1;0;0;"01/12/2019";"03/12/2019";"alimentação";"2019-12-01";"2019-12-03"
"iof";"13.6";0;1;0;0;"01/12/2019";"02/12/2019";"banco";"2019-12-01";"2019-12-02"
"habibs";"19.48";0;1;0;0;"01/12/2019";"03/12/2019";"alimentação";"2019-12-01";"2019-12-03"
"adega";10;0;1;0;0;"01/12/2019";"04/12/2019";"alimentação";"2019-12-01";"2019-12-04"
"lojas americanas";"10.98";0;1;0;0;"01/12/2019";"04/12/2019";"alimentação";"2019-12-01";"2019-12-04"
"mc donalds";"57.9";0;1;0;0;"01/12/2019";"04/12/2019";"alimentação";"2019-12-01";"2019-12-04"
"ragazzo";"16.9";0;1;0;0;"01/12/2019";"04/12/2019";"alimentação";"2019-12-01";"2019-12-04"
"lis/juros";"78.94";0;1;0;0;"01/12/2019";"05/12/2019";"banco";"2019-12-01";"2019-12-05"
"aizona";"14.52";0;1;0;0;"01/12/2019";"09/12/2019";"padaria";"2019-12-01";"2019-12-09"
"padaria";"4.67";0;1;0;0;"01/12/2019";"09/12/2019";"padaria";"2019-12-01";"2019-12-09"
"promofarma";"34.66";0;1;0;0;"01/12/2019";"09/12/2019";"farmacia";"2019-12-01";"2019-12-09"
"agua";"2.99";0;1;0;0;"01/12/2019";"10/12/2019";"alimentação";"2019-12-01";"2019-12-10"
"suco";"4.5";0;1;0;0;"01/12/2019";"11/12/2019";"alimentação";"2019-12-01";"2019-12-11"
"café";5;0;1;0;0;"01/12/2019";"11/12/2019";"alimentação";"2019-12-01";"2019-12-11"
"vila chic";"4.5";0;1;0;0;"01/12/2019";"11/12/2019";"alimentação";"2019-12-01";"2019-12-11"
"arizoa";"17.75";0;1;0;0;"01/12/2019";"12/12/2019";"padaria";"2019-12-01";"2019-12-12"
"vila chic";"4.5";0;1;0;0;"01/12/2019";"12/12/2019";"alimentação";"2019-12-01";"2019-12-12"
"happy";100;0;1;0;0;"01/12/2019";"13/12/2019";"compras";"2019-12-01";"2019-12-13"
"casa";300;0;1;0;0;"01/12/2019";"13/12/2019";"moradia";"2019-12-01";"2019-12-13"
"vila chic";9;0;1;0;0;"01/12/2019";"13/12/2019";"alimentação";"2019-12-01";"2019-12-13"
"gasolina";"211.37";0;1;0;0;"01/12/2019";"14/12/2019";"carro";"2019-12-01";"2019-12-14"
"padaria";"27.77";0;1;0;0;"01/12/2019";"14/12/2019";"padaria";"2019-12-01";"2019-12-14"
"almoço";25;0;1;0;0;"01/12/2019";"14/12/2019";"alimentação";"2019-12-01";"2019-12-14"
"mcofava almoço";74;0;1;0;0;"01/12/2019";"14/12/2019";"alimentação";"2019-12-01";"2019-12-14"
"agua doces";"15.7";0;1;0;0;"01/12/2019";"15/12/2019";"alimentação";"2019-12-01";"2019-12-15"
"drogaria";"17.98";0;1;0;0;"01/12/2019";"16/12/2019";"farmacia";"2019-12-01";"2019-12-16"
"almoço";"9.9";0;1;0;0;"01/12/2019";"17/12/2019";"alimentação";"2019-12-01";"2019-12-17"
"mercado";"164.49";0;1;0;0;"01/12/2019";"17/12/2019";"mercado";"2019-12-01";"2019-12-17"
"farmacia";"28.67";0;1;0;0;"01/12/2019";"17/12/2019";"farmacia";"2019-12-01";"2019-12-17"
"michelle";710;0;1;0;0;"01/12/2019";"18/12/2019";"michelle";"2019-12-01";"2019-12-18"
"advogado";500;0;1;0;0;"01/12/2019";"18/12/2019";"advogado";"2019-12-01";"2019-12-18"
"café";8;0;1;0;0;"01/12/2019";"19/12/2019";"alimentação";"2019-12-01";"2019-12-19"
"almoço";40;0;1;0;0;"01/12/2019";"19/12/2019";"alimentação";"2019-12-01";"2019-12-19"
"farmacia";"17.5";0;1;0;0;"01/12/2019";"19/12/2019";"farmacia";"2019-12-01";"2019-12-19"
"escola colação salgadinho";9;0;1;0;0;"01/12/2019";"19/12/2019";"alimentação";"2019-12-01";"2019-12-19"
"escola colação agua";3;0;1;0;0;"01/12/2019";"19/12/2019";"alimentação";"2019-12-01";"2019-12-19"
"escola colação suco";2;0;1;0;0;"01/12/2019";"19/12/2019";"alimentação";"2019-12-01";"2019-12-19"
"nextel michelle";"61.21";0;1;0;0;"01/12/2019";"20/12/2019";"celular";"2019-12-01";"2019-12-20"
